House,Price,County
"48. Cloghroe House, Ballincollig, Co. Cork",825, Co. Cork
"49. East End, Drimoleague, Co. Cork",400, Co. Cork
"50. City Square, Watercourse Road, Blackpool, Co. Cork",1600, Co. Cork
"51. Ballyvorisheen West, Carrignavar, Co. Cork",900, Co. Cork
"52. 3 Westside, Fairgreen, New Road, Mallow, Co. Cork",850, Co. Cork
"53. 49 Shearwater, Kinsale, Co. Cork",1750, Co. Cork
"54. Navillus, Togher (Cork City), Co. Cork",1200, Co. Cork
"55. Hollybrook, Orchard Road, Victoria Cross, Co. Cork",2000, Co. Cork
"56. Cois Na hAbhann, Bailick Road, Midleton, Co. Cork",1250, Co. Cork
"57. Apt, 7, West Beach, Cobh, Co. Cork",775, Co. Cork
"58. 9 Summerstown Avenue, Glasheen, Co. Cork",1400, Co. Cork
"59. An Radharc, Maryborough Ridge, Maryborough Hill, Douglas, Co. Cork",1575, Co. Cork
"60. Hazel House, Garrane Dara, Sarsfield Road, Wilton, Co. Cork",1180, Co. Cork
"61. Crawford View, Emmet Place, Cork City, Co. Cork",1800, Co. Cork
"62. Silverpoint, Silversprings, Co. Cork",1450, Co. Cork
"63. Summerhill South, Cork City, Co. Cork",1200, Co. Cork
"64. ., Ballinascarty, Co. Cork",750, Co. Cork
"65. 13 Ownahincha Apartments, Ownahincha, Co. Cork",650, Co. Cork
"66. Tullyland, Bandon, Co. Cork",750, Co. Cork
"67. Apartment 3, 8 Ballymoden Place, Bandon, Co. Cork",900, Co. Cork
"68. Apartment B, 20 Cuil na Carraige, Ballymakeera, Co. Cork",600, Co. Cork
"69. Pier Road, Kinsale, Co. Cork",1100, Co. Cork
"70. 309 Brideholm, Commons Road, Blackpool, Co. Cork",1500, Co. Cork
"71. Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork
"72. First Floor, 19 Military Road, St. Lukes, Co. Cork",1500, Co. Cork
"73. 14 The Lodge, The Oaks, Classes Lake, Ballincollig, Co. Cork",1200, Co. Cork
"74. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"75. 5 Newmills, Brownsmills, Kinsale, Co. Cork",1400, Co. Cork
"76. Newmills Brownsmills Kinsale, Kinsale, Co. Cork",1200, Co. Cork
"77. 2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork
"78. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"79. 2 The Belfry, John O\'Connell Street, Cobh, Co. Co, Cobh, Co. Cork",1150, Co. Cork
"80. Baldwin Street, Mitchelstown, Co. Cork",925, Co. Cork
"81. main street ballineen, Ballineen, Co. Cork",540, Co. Cork
"82. 3 The Malthouse, Kinsale, Co. Cork",1200, Co. Cork
"83. 59 MacCurtain Street, Cork City, Co. Cork",3400, Co. Cork
"84. 3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork
"85. Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork
"86. No. 21 Beechwood mews, Cluain ard, Cobh, Co. Cork",1200, Co. Cork
"87. Apartment 4 Bishops Island, Watergrasshill, Co. Cork",1000, Co. Cork
"88. North St., Skibbereen, Co. Cork",700, Co. Cork
"89. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"90. Midleton, Dungourney, Co. Cork",700, Co. Cork
"91. Brigown, Mitchelstown, Co. Cork",625, Co. Cork
"92. caheragh, Caheragh, , Co. Cork",650, Co. Cork
"93. North St., Skibbereen, Co. Cork",425, Co. Cork
"94. Cappyaughna, Glengarriff, Co. Cork",700, Co. Cork
"1. Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal
"2. riverside, Letterkenny, Co. Donegal",520, Co. Donegal
"3. Tir Chonaill Street, Ballyshannon, Co. Donegal",500, Co. Donegal
"4. Apt 24 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal
"5. 32 Burnside Park, Letterkenny, Co. Donegal",560, Co. Donegal
"6. 8 Court Apartment, Banks Lane, Letterkenny, Co. Donegal",900, Co. Donegal
"7. 2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal
"8. 21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal
"9. 18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal
"10. 53 Riverside View Apartments, Pearse Road, Letterkenny, Co. Donegal",400, Co. Donegal
"11. Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal
"12. Westside Apartments, Letterkenny, Co. Donegal",520, Co. Donegal
"13. Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal
"14. Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal
"15. Apt 1 86 Upper Main street, Letterkenny, Co. Donegal",600, Co. Donegal
"16. 31 Cill Greine, Letterkenny, Co. Donegal",650, Co. Donegal
"17. 49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal
"18. Trentaboy, Drumkeen, Co. Donegal",600, Co. Donegal
"19. 89a The Green Thornberry, Kilmacrennan Rd, Letterkenny, Co. Donegal",650, Co. Donegal
"20. The Maples, Lismonaghan, Letterkenny, Co. Donegal",565, Co. Donegal
"21. Apt 3 William Street, Raphoe, Co. Donegal",320, Co. Donegal
"22. Mill Park Apartments, Donegal Town, Co. Donegal",700, Co. Donegal
"23. Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal
"24. 1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal
"25. Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal
"26. 8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal
"27. Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal
"28. Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal
"1. 7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down
"1. Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18
"2. The Tower, Smithfield, Dublin 7, Dublin 7",3500, Dublin 7
"3. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4
"4. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4
"5. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4
"6. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4
"7. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4
"8. De Vesci Court, Monkstown, Co. Dublin",2600, Co. Dublin
"9. The Grange, Brewery Road, Stillorgan, Co. Dublin",1950, Co. Dublin
"10. Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1
"11. Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2
"12. Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18
"13. Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1
"14. Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2500, Dublin 18
"15. Northbank Apartment, Castleforbes Road, Dublin 1",2800, Dublin 1
"16. Sweepstakes, Ballsbridge, Dublin 4",3000, Dublin 4
"17. Adelaide Square, Dublin 2",3400, Dublin 2
"18. 83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4
"19. Adelaide Square, Dublin 2",3400, Dublin 2
"20. Smithfield Market - 16E, Smithfield, Dublin 7",2700, Dublin 7
"21. 145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3
"22. OCallaghan Court, Grand Canal Dock, Dublin 2",2250, Dublin 2
"23. Cathedral Court, Dublin 2",3750, Dublin 2
"24. Cathedral Court, Dublin 2",2800, Dublin 2
"25. Cathedral Court, Dublin 2",2250, Dublin 2
"26. 532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"27. Longford House Spencer Dock, Dublin 1",2700, Dublin 1
"28. Shelbourne Road Apartments, Ballsbridge, Dublin 4",3600, Dublin 4
"29. 24-25 Pearse Square, Grand Canal Dock, Dublin 2",2600, Dublin 2
"30. Templeogue rd, Dublin 4",2200, Dublin 4
"31. Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w
"32. Alexandra College, Milltown, Dublin 6",750, Dublin 6
"33. The Newman, The Court, Killiney, Killiney, Co. Dublin",3000, Co. Dublin
"34. Roebuck Hill, Clonskeagh, Dublin 14",2000, Dublin 14
"35. Grosvenor Square, Rathmines, Dublin 6",1900, Dublin 6
"36. 53 Millrace Road, Castleknock, Dublin 15",3000, Dublin 15
"37. The Weir, 59 Orwell Park, Rathgar, Dublin 6",2950, Dublin 6
"38. Aungier St, Dublin 2",1920, Dublin 2
"39. The Courtyard, Beechpark, Clonsilla, Dublin 15",1750, Dublin 15
"40. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6
"41. Windmilll Lane, Dublin 2",2400, Dublin 2
"42. Ailesbury Road, Merrion, Dublin 4",10000, Dublin 4
"43. The Edges 1, Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18
"44. Hollybrook, Foxrock, Dublin 18",3500, Dublin 18
"45. 149 Rathgar road, Rathmines Dublin 6, Rathmines, Dublin 6",1585, Dublin 6
"46. 82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14
"47. Burgh House, Patrick Street, Dublin 8, Christchurch, Dublin 8",1800, Dublin 8
"48. 63 Eaglewood, Rochestown Avenue, Dun Laoghaire, Co. Dublin",1850, Co. Dublin
"49. 28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6
"50. 23 Bellevue, Block B, Islandbridge, Dublin 8",1950, Dublin 8
"51. 124 Capel st, Dublin 1",2500, Dublin 1
"52. Kinsella Hall, Collegewood, Castleknock, Dublin 15",1800, Dublin 15
"53. Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4
"54. Adelaide Square, Dublin 2",2820, Dublin 2
"55. The Meadow, Robswall, Malahide, Co. Dublin",2750, Co. Dublin
"56. Alexandra Walk, Dublin 2",2920, Dublin 2
"57. Warrington Place, Dublin 2",3950, Dublin 2
"58. Quartiere Bloom, Lower Ormond Quay, Dublin 1",2400, Dublin 1
"59. 9 Brennanstown Ave, Cabinteely, Dublin 18",1950, Dublin 18
"60. Apt 22 Belarmine Square, Stepaside, Dublin 18",1800, Dublin 18
"61. The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"62. West Court Yard, Cabinteely, Dublin 18",2500, Dublin 18
"63. dorset street, Dublin 1",2400, Dublin 1
"64. gardiner place, Dublin 1",1600, Dublin 1
"65. Inglenook Wood, Carrickmines, Dublin 18",2350, Dublin 18
"66. Baggoth Rath, Newbridge Avenue, Ballsbridge, Dublin 4",4200, Dublin 4
"67. Alexandra Walk, Dublin 2",3600, Dublin 2
"68. Greeg Court Parnell Street, Dublin 1",3000, Dublin 1
"69. Acorn House, Seven Oaks, Rathmines, Dublin 6",1400, Dublin 6
"70. Apartment 13 ,Pavilion II, Marine Road, Dun Laoghaire, Co. Dublin",2695, Co. Dublin
"71. Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin
"72. Westfield, Sion Hill, Blackrock, Co. Dublin",1895, Co. Dublin
"73. Thomastown House, Spencer Dock, Dublin 1",2200, Dublin 1
"74. Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin
"75. Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin
"76. Richmond Hall, Mount St Annes, Milltown, Dublin 6",2500, Dublin 6
"77. Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15
"78. Saint Augustine Court, Christchurch, Dublin 8",1900, Dublin 8
"79. Baggot Court Apartments, Baggot Court, Dublin 2",3200, Dublin 2
"80. East Courtyard, Tullyvale, Cabinteely, Dublin 18",3000, Dublin 18
"81. Shrewsbury Park, Ballsbridge, Dublin 4",2600, Dublin 4
"82. 1 The Friary Cecilia's Street, Temple Bar, Dublin 2",4000, Dublin 2
"83. 218 south circular road, South Circular Road, Dublin 8",1500, Dublin 8
"84. Merrion Street, Dublin 2",8850, Dublin 2
"85. 37 St Anns, Ailesbury Road, Donnybrook, Dublin 4",4500, Dublin 4
"86. 211 The Gates, Beacon South Quarter, Sandyford, Dublin 18",1978, Dublin 18
"87. 24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6
"88. Bowbridge Place, Kilmainham, Dublin 8",2600, Dublin 8
"89. Patrick Street Street, Christchurch, Dublin 8",2600, Dublin 8
"90. Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin
"91. 170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin
"92. 82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6
"93. Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6
"94. 13 Adelaide Road, Dublin 2",3200, Dublin 2
"95. St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8
"96. Jervis Place Apartments, Dublin 1",2400, Dublin 1
"97. Effra Road, Ranelagh, Dublin 6",3000, Dublin 6
"98. Howth Road, Killester, Dublin 3",1500, Dublin 3
"99. Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin
"100. 15 Tandy Court Spittenfield Francis Street, Dublin 8",2300, Dublin 8
"101. Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16
"102. Apartment, Donnybrook Castle, Donnybrook, Dublin 4",3000, Dublin 4
"103. Ivy Exchange, Parnell Sq, Dublin 1",2500, Dublin 1
"104. 45 Parnell Sq West Dublin, Dublin 1",2760, Dublin 1
"105. Killiney Hill Park Apartments, Killiney, Co. Dublin",1500, Co. Dublin
"106. Alexandra Walk, Dublin 2",3200, Dublin 2
"107. Barrow Street, Ballsbridge, Dublin 4",2200, Dublin 4
"108. Mobhi Court, Corporate Letting, Short term, Drumcondra, Dublin 9",2200, Dublin 9
"109. Apartment 1, 1 Smithfield Terrace, Smithfield Squa, Smithfield, Dublin 7",2500, Dublin 7
"110. Parkview, Stepaside, Dublin 18",1700, Dublin 18
"111. St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"112. Olcovar, Shankill, Dublin 18",1500, Dublin 18
"113. Waterville Terrace, Blanchardstown, Dublin 15",1650, Dublin 15
"114. 8 Tory Square, Waterville, Blanchardstown, Dublin 15",1350, Dublin 15
"115. Hanover Quay, Grand Canal Dock, Dublin 2",3000, Dublin 2
"116. One Beacon, Sandyford, Dublin 18",1950, Dublin 18
"117. Collins Square, Benburb Street, Smithfield, Dublin 7",2100, Dublin 7
"118. The Innings, Observatory Lane, Rathmines, Dublin 6",1950, Dublin 6
"119. Meadow Grove, Churchtown, Dublin 14",1400, Dublin 14
"120. Orwell Place, Marianella, Rathgar, Dublin 6",2200, Dublin 6
"121. Marlborough Court, Marlborough Street, Dublin 1",1600, Dublin 1
"122. Malin Hall, Waterville, Blanchardstown, Dublin 15",1352, Dublin 15
"123. Block 9 , Allendale Square, Clonsilla, Dublin 15",1519, Dublin 15
"124. 24 Gleann Ribh, Lusk, Co. Dublin",2000, Co. Dublin
"125. Forbes Quay, Lazer Lane, Grand Canal Dock, Dublin 2",3000, Dublin 2
"126. Gallery Quay, Block 3, Grand Canal Dock, Dublin 2",3800, Dublin 2
"127. The Westmoreland, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",2100, Dublin 4
"128. Gallery Quay, Block 2, Grand Canal Dock, Dublin 2",3600, Dublin 2
"129. 18-21 Mount Street, Lower Mount St., Dublin 2",4500, Dublin 2
"130. Millennium Tower, Grand Canal Dock, Dublin 4",8000, Dublin 4
"131. The Waterfront, Grand Canal Dock, Dublin 2",4400, Dublin 2
"132. Montgomery Court Foley Street, Dublin 1",2500, Dublin 1
"133. Gallery Quay, Block 8, Grand Canal Dock, Dublin 2",3000, Dublin 2
"134. Clarion Quay Penthouse, IFSC, Dublin 1",4500, Dublin 1
"135. Park House, Benson Street, Grand Canal Dock, Dublin 2",3800, Dublin 2
"136. Longboat Quay South, Grand Canal Dock, Dublin 2",1800, Dublin 2
"137. Ardoyne House, Off Pembroke Park, Ballsbridge, Dublin 4",2500, Dublin 4
"138. 50 Rathmines Town Center, Rathmines, Dublin 6",2600, Dublin 6
"139. Terenure road east, Rathgar, Dublin 6",1750, Dublin 6
"140. leeson street lower, Dublin 2",2100, Dublin 2
"141. Mountbrook, Booterstown, Co. Dublin",2300, Co. Dublin
"142. Stocking Wood Hall, Rathfarnham, Dublin 16",1716, Dublin 16
"143. The Innings, Rathmines, Dublin 6",1850, Dublin 6
"144. Bloomfield park, Donnybrook, Dublin 4",2600, Dublin 4
"145. Woodlawn Avenue, Santry, Santry, Dublin 9",1400, Dublin 9
"146. Granitfield Manor, Rochestown Avenue, Dun Laoghaire, Co. Dublin",1800, Co. Dublin
"147. Woodlawn, Santry, Dublin 9",1700, Dublin 9
"148. School House Court, Santry, Dublin 9",675, Dublin 9
"149. Northwood, Santry, Dublin 9",900, Dublin 9
"150. Georges Street Lower, Dun Laoghaire, Co. Dublin",2000, Co. Dublin
"151. Meath St, Dublin 8",1500, Dublin 8
"152. Cubes 6, Beacon South Quarter, Sandyford, Dublin 18",2400, Dublin 18
"153. Cubes 6, Beacon South Quarter, Sandyford, Dublin 18",2000, Dublin 18
"154. One Beacon, Beacon Hotel, Sandyford, Dublin 18",2500, Dublin 18
"155. One Beacon, Beacon Hotel, Sandyford, Dublin 18",2500, Dublin 18
"156. Roebuck Hill, Clonskeagh, Dublin 14",2500, Dublin 14
"157. Batchelors Walk Apartments, Dublin 2",2500, Dublin 2
"158. Killiney Court Apartments, Killiney, Co. Dublin",3500, Co. Dublin
"159. Milltown Hall, Mount Saint Annes, Milltown, Dublin 6",1800, Dublin 6
"160. Shandon Hall, Blackrock, Co. Dublin",2000, Co. Dublin
"161. Killiney Court Apartments, Killiney, Co. Dublin",3500, Co. Dublin
"162. Milltown Hall, Mount Saint Annes, Milltown, Dublin 6",1800, Dublin 6
"163. Cairnbrook Manor, Carrickmines, Dublin 18",2500, Dublin 18
"164. Cubes 6, Beacon South Quarter, Sandyford, Dublin 18",2400, Dublin 18
"165. The Amber The Grange Brewery Road, Blackrock, Co. Dublin",3780, Co. Dublin
"166. Grande Central, Sandyford, Dublin 18",3220, Dublin 18
"167. Baggot Rath Penthouse Apartment, Newbridge Avenue, Ballsbridge, Dublin 4",4508, Dublin 4
"168. Baggot Rath 2BS4, Newbridge Avenue, Dublin 4",4200, Dublin 4
"169. The Forum, Sandyford, Dublin 18",3220, Dublin 18
"170. Baggot Rath 3BS5, Newbridge Avenue, Ballsbridge, Dublin 4",4620, Dublin 4
"171. Greenacre, Westmanstown, Lucan, Co. Dublin",1800, Co. Dublin
"172. Aikens Village, Sandyford, Dublin 18",2800, Dublin 18
"173. The Cubes 3 Floor 4 Beacon South Quarter, Sandyford, Dublin 18",3920, Dublin 18
"174. Galloping Green Stillorgan Co Dublin, Stillorgan, Co. Dublin",5600, Co. Dublin
"175. Ridge Hall Ballybrack, Glenageary, Co. Dublin",5600, Co. Dublin
"176. Adelphi House, Dun Laoghaire, Co. Dublin",3600, Co. Dublin
"177. Ferncourt, Stepaside, Dublin 18",3360, Dublin 18
"178. Windmill Lane, Dublin 2",2400, Dublin 2
"179. 4 Cruagh Rise, Stepaside, Dublin 18",1600, Dublin 18
"180. Rathdown road, Phibsborough, Dublin 7",1300, Dublin 7
"181. Apt. 99 Hampton Square, Navan Road (D7), Dublin 7",1400, Dublin 7
"182. Mount Saint Annes, Milltown, Dublin 6",2600, Dublin 6
"183. Milltown Hall, Milltown, Dublin 6",2392, Dublin 6
"184. Joyce Hall, Carrickmines Wood, Foxrock, Dublin 18",2800, Dublin 18
"185. Mount Saint Annes, Milltown, Dublin 6",2600, Dublin 6
"186. Milltown Hall, Milltown, Dublin 6",2600, Dublin 6
"187. Joyce Hall, Foxrock, Dublin 18",2800, Dublin 18
"188. Richmond Hall, Mount Saint Anne\'s, Milltown, Milltown, Dublin 6",1872, Dublin 6
"189. Convent Hall, Milltown, Dublin 6",1975, Dublin 6
"190. Temple Hall, Mount Saint Anne\'s, Milltown, Dublin 6",2600, Dublin 6
"191. Clontarf Road, Clontarf, Dublin 3",4600, Dublin 3
"192. Knockmaree, Chapelizod, Dublin 20",1950, Dublin 20
"193. Riverbank, Churchtown, Dublin 14",2000, Dublin 14
"194. Sandyford view - beside parade of local shops, Sandyford, Dublin 18",2000, Dublin 18
"195. Greenfield Manor, beside RTE & UCD, Donnybrook, Dublin 4",2995, Dublin 4
"196. Palace Gardens, Exchange Court, Dame St, Dublin 2",2000, Dublin 2
"197. Adelaide Road, Dublin 2",2800, Dublin 2
"198. Adelaide Road, Dublin 2",2200, Dublin 2
"199. North Circular Road, Phibsborough, Dublin 7",1750, Dublin 7
"200. Braemor Road, Churchtown, Dublin 14",2000, Dublin 14
"201. Pearse Street 107, Hanover Quay, Dublin 2",2200, Dublin 2
"202. 30 boyd house myrtle avenue baldoyle, Baldoyle, Dublin 13",2250, Dublin 13
"203. The Edges 1, Beacon South Quater, Sandyford, Dublin 18",2200, Dublin 18
"204. Wyckham Place, Dundrum Dublin 14, Dundrum, Dublin 14",2400, Dublin 14
"205. Christchurch View, Christchurch, Dublin 8",2200, Dublin 8
"206. Spencer dock, Dublin 1",1800, Dublin 1
"207. Pavillion, Dun Laoghaire, Co. Dublin",4200, Co. Dublin
